"adr","adults","new_column"
93.6,2,46.8
95,2,47.5
95,2,47.5
118,2,59
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
113.4,2,56.7
79.2,2,39.6
95,2,47.5
95,2,47.5
95,2,47.5
79.2,2,39.6
186,2,93
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
108,2,54
95,2,47.5
95,2,47.5
68,2,34
195.33,2,97.665
156.6,2,78.3
102.6,2,51.3
103.8,2,51.9
79.2,2,39.6
113.4,2,56.7
79.2,2,39.6
68,2,34
79.2,2,39.6
90,2,45
79.2,2,39.6
96.9,2,48.45
120.02,2,60.01
90.1,2,45.05
67.15,2,33.575
151.85,2,75.925
0,1,0
98,2,49
95.4,2,47.7
111.6,2,55.8
126,2,63
125.4,2,62.7
102.6,2,51.3
69.7,2,34.85
88.4,2,44.2
85,2,42.5
89.54,2,44.77
106.13,2,53.065
68,2,34
80,3,26.6666666666667
80,2,40
148,2,74
104,2,52
100,2,50
80,2,40
90,2,45
90,2,45
84.6,1,84.6
164.8,3,54.9333333333333
88.4,2,44.2
86.36,1,86.36
69.36,2,34.68
90.1,2,45.05
100.3,1,100.3
149.6,2,74.8
72,2,36
80,2,40
70,2,35
75,1,75
75,1,75
75,1,75
75,1,75
85,2,42.5
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
80,1,80
75,1,75
75,1,75
75,1,75
72,2,36
71.28,2,35.64
122.4,3,40.8
158,3,52.6666666666667
90,1,90
122.4,3,40.8
90,2,45
80,2,40
90,2,45
110,1,110
103.7,2,51.85
69.7,2,34.85
69.7,2,34.85
110.5,3,36.8333333333333
69.7,2,34.85
100.3,2,50.15
103.7,2,51.85
69.7,2,34.85
100.3,2,50.15
69.7,2,34.85
100.3,2,50.15
178.56,3,59.52
74.8,2,37.4
68,2,34
101.07,2,50.535
98.6,2,49.3
131.75,2,65.875
112.69,2,56.345
80,1,80
70.2,1,70.2
198,2,99
0,0,NA
131.67,2,65.835
71.4,2,35.7
71.4,2,35.7
88.4,2,44.2
71.4,2,35.7
99.28,2,49.64
97.58,2,48.79
96.9,2,48.45
113.33,2,56.665
145.96,3,48.6533333333333
12,2,6
65,1,65
65,1,65
80,1,80
85,2,42.5
98.6,2,49.3
195.5,2,97.75
200,2,100
96.9,2,48.45
82.44,0,Inf
74.8,2,37.4
82.44,2,41.22
74.8,2,37.4
100.51,2,50.255
59,1,59
60,1,60
78.4,2,39.2
84.6,1,84.6
79.2,2,39.6
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
59,1,59
62,2,31
62,2,31
62,2,31
62,2,31
118,2,59
93.6,2,46.8
118,2,59
78,2,39
83.55,2,41.775
78,2,39
78,2,39
78,2,39
78,2,39
78,2,39
78,2,39
78,2,39
78,2,39
78,2,39
78,2,39
126,3,42
118,1,118
74.8,2,37.4
122.4,3,40.8
161.33,3,53.7766666666667
78,2,39
78,2,39
78,2,39
125.8,3,41.9333333333333
78,2,39
100.3,2,50.15
174,2,87
85,2,42.5
102,2,51
93.6,2,46.8
90,2,45
90,2,45
88,2,44
90,2,45
88,2,44
62.4,1,62.4
90,2,45
118,2,59
160,3,53.3333333333333
163,3,54.3333333333333
81.9,2,40.95
118,2,59
158,3,52.6666666666667
158,3,52.6666666666667
79.2,2,39.6
74.8,2,37.4
79.2,2,39.6
119,3,39.6666666666667
102,2,51
134.3,3,44.7666666666667
102.43,2,51.215
100.3,2,50.15
91.6,2,45.8
91.6,0,Inf
74.8,2,37.4
74.8,2,37.4
158.38,2,79.19
94.2,2,47.1
158.38,2,79.19
94.2,2,47.1
100.3,1,100.3
129.2,2,64.6
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
126,3,42
75,1,75
75,1,75
122.4,3,40.8
158,3,52.6666666666667
86.4,1,86.4
203,2,101.5
144,3,48
220,3,73.3333333333333
126,3,42
79.2,2,39.6
108,2,54
93.6,2,46.8
163,3,54.3333333333333
108,2,54
71.1,2,35.55
121,2,60.5
149.33,3,49.7766666666667
212.4,2,106.2
149.33,3,49.7766666666667
114.3,3,38.1
104.4,2,52.2
95.4,2,47.7
68,2,34
134.3,3,44.7666666666667
107.95,3,35.9833333333333
198,2,99
100.3,2,50.15
74.8,2,37.4
134.3,3,44.7666666666667
198,2,99
98.6,2,49.3
134.3,3,44.7666666666667
110.45,2,55.225
113,2,56.5
193,2,96.5
100.3,2,50.15
98,1,98
108,2,54
93.6,2,46.8
75,1,75
184,2,92
140.4,3,46.8
75,1,75
75,1,75
86.4,2,43.2
75,2,37.5
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
75,1,75
86.4,2,43.2
75,1,75
75,2,37.5
75,1,75
108.8,2,54.4
99.03,2,49.515
91.8,2,45.9
100.3,2,50.15
74.8,2,37.4
108.8,2,54.4
74.8,2,37.4
147.9,2,73.95
73.37,2,36.685
70.69,2,35.345
99.28,2,49.64
74.8,2,37.4
91.8,2,45.9
74.8,2,37.4
74.8,2,37.4
108.07,2,54.035
74.8,1,74.8
74.8,1,74.8
88,2,44
79.2,2,39.6
88,2,44
93.6,2,46.8
79.2,2,39.6
98,1,98
158,3,52.6666666666667
108,1,108
74.8,2,37.4
74.8,2,37.4
91.8,2,45.9
150.45,2,75.225
130.9,3,43.6333333333333
120.7,2,60.35
74.8,2,37.4
91.8,2,45.9
120,3,40
99.45,2,49.725
147.9,2,73.95
116.45,3,38.8166666666667
99.45,2,49.725
124.1,2,62.05
74.8,2,37.4
105.4,2,52.7
74.8,2,37.4
88.4,2,44.2
79.2,2,39.6
93.6,2,46.8
71.28,2,35.64
74.8,2,37.4
91.8,2,45.9
91.8,2,45.9
100.3,2,50.15
77.35,2,38.675
60,1,60
88,2,44
72,2,36
108,2,54
97.2,2,48.6
97.2,1,97.2
97.2,2,48.6
158,3,52.6666666666667
129.6,3,43.2
91.8,2,45.9
125.8,3,41.9333333333333
74.8,2,37.4
74.8,2,37.4
74.8,2,37.4
74.8,2,37.4
74.8,2,37.4
62.4,1,62.4
108,2,54
118,1,118
59,1,59
102.6,2,51.3
108,2,54
59,1,59
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
97.2,1,97.2
62,2,31
62,2,31
90,2,45
62,2,31
62,2,31
108,2,54
79.2,2,39.6
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
90,2,45
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
81.9,2,40.95
81.9,2,40.95
95,2,47.5
81.9,2,40.95
81.9,2,40.95
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
81.9,2,40.95
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
106.2,2,53.1
97.2,2,48.6
95,2,47.5
95,2,47.5
81.9,2,40.95
81.9,2,40.95
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
90,1,90
79.2,2,39.6
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
109.8,2,54.9
81.9,2,40.95
81.9,2,40.95
60.98,2,30.49
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
95,2,47.5
81.9,2,40.95
88,2,44
95,2,47.5
198,2,99
88,1,88
117.3,3,39.1
100.3,2,50.15
100.3,2,50.15
91.8,2,45.9
91.8,2,45.9
77.35,2,38.675
100.3,2,50.15
103.7,2,51.85
255,2,127.5
51.35,1,51.35
151.2,2,75.6
88,2,44
118,2,59
188,3,62.6666666666667
79.2,2,39.6
128,2,64
198,3,66
97.2,2,48.6
88,2,44
97.2,2,48.6
118,2,59
97.2,2,48.6
188,2,94
88,2,44
102.6,2,51.3
79.2,2,39.6
142.2,3,47.4
88,2,44
79.2,2,39.6
93.6,2,46.8
106.2,1,106.2
79.2,2,39.6
91.8,1,91.8
100.3,2,50.15
77.23,2,38.615
91.8,2,45.9
74.8,2,37.4
202.51,4,50.6275
134.3,3,44.7666666666667
100.3,2,50.15
74.8,2,37.4
77.23,2,38.615
100.3,2,50.15
108,2,54
108,2,54
79.2,2,39.6
75,2,37.5
88,2,44
174,2,87
95,1,95
79.2,1,79.2
118,2,59
97.2,2,48.6
91.6,2,45.8
91.6,0,Inf
106.2,2,53.1
91.8,2,45.9
119,3,39.6666666666667
202.51,4,50.6275
91.8,2,45.9
98,2,49
101.51,2,50.755
127.01,2,63.505
100.3,1,100.3
90,2,45
90,2,45
90,2,45
90,2,45
67.5,1,67.5
88,2,44
78,1,78
67.5,1,67.5
94,1,94
79.2,2,39.6
88.2,1,88.2
90,2,45
91.8,2,45.9
91.8,2,45.9
91.8,2,45.9
74.8,2,37.4
100.3,2,50.15
108.8,2,54.4
74.8,2,37.4
101.72,2,50.86
91.8,2,45.9
198,1,198
102.43,2,51.215
136,2,68
102,2,51
158,1,158
78.4,1,78.4
78.4,1,78.4
75,1,75
78.4,1,78.4
78.4,1,78.4
95,2,47.5
118,1,118
95,2,47.5
79.2,2,39.6
97.2,2,48.6
140,3,46.6666666666667
97.2,2,48.6
12,2,6
60.06,1,60.06
88.2,2,44.1
112,2,56
79.2,2,39.6
77.23,2,38.615
126.48,2,63.24
85,2,42.5
74.8,2,37.4
70.69,2,35.345
74.8,2,37.4
57.6,2,28.8
100.3,2,50.15
74.8,2,37.4
97.2,2,48.6
88.2,1,88.2
79,2,39.5
54.05,1,54.05
118,2,59
106.2,2,53.1
108,2,54
79.2,2,39.6
74.8,2,37.4
91.8,2,45.9
74.8,2,37.4
74.8,2,37.4
91.8,2,45.9
88.4,2,44.2
100.3,2,50.15
102.43,2,51.215
77.35,2,38.675
88.4,2,44.2
145.5,1,145.5
117.3,3,39.1
79.2,1,79.2
100.3,2,50.15
134.3,3,44.7666666666667
96.05,1,96.05
231.81,1,231.81
79.2,2,39.6
93,1,93
78.4,1,78.4
106.2,2,53.1
111.33,2,55.665
97.2,2,48.6
149.33,2,74.665
91.8,2,45.9
85,2,42.5
85,2,42.5
85,2,42.5
91.8,2,45.9
74.8,2,37.4
85,2,42.5
85,2,42.5
100.3,2,50.15
96.05,2,48.025
88.4,2,44.2
78.2,2,39.1
100.3,2,50.15
104,2,52
59,1,59
80,1,80
59,1,59
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
163,3,54.3333333333333
62,2,31
62,2,31
62,2,31
62,2,31
93.6,2,46.8
79.2,2,39.6
79.2,2,39.6
93.6,2,46.8
79.2,2,39.6
106.2,2,53.1
79.2,2,39.6
84.6,1,84.6
93.6,2,46.8
115.2,2,57.6
79.2,2,39.6
84.6,1,84.6
84.6,1,84.6
79.2,2,39.6
97.2,2,48.6
142.2,3,47.4
194.67,3,64.89
79.2,2,39.6
84.6,1,84.6
79.2,2,39.6
79.2,2,39.6
79.2,2,39.6
82.13,1,82.13
148,2,74
74.8,2,37.4
79.2,2,39.6
74.8,2,37.4
90.1,2,45.05
117.3,2,58.65
74.8,2,37.4
105.3,2,52.65
98,2,49
79.2,2,39.6
97.2,2,48.6
140,3,46.6666666666667
106.2,2,53.1
97.2,2,48.6
97.2,2,48.6
90,2,45
123,2,61.5
79.2,2,39.6
72,2,36
90,2,45
265,2,132.5
90,2,45
79.2,2,39.6
80,2,40
80,2,40
97.2,2,48.6
90,1,90
80,2,40
80,2,40
93.6,2,46.8
103.5,2,51.75
80,2,40
97.2,2,48.6
97.2,2,48.6
80,2,40
97.2,2,48.6
118,2,59
88.4,2,44.2
88.4,1,88.4
138.55,3,46.1833333333333
88.4,2,44.2
102,2,51
138.55,3,46.1833333333333
152,1,152
74.8,1,74.8
79.2,2,39.6
110.7,2,55.35
80,2,40
80,2,40
97.2,2,48.6
80,2,40
80,2,40
80,2,40
80,2,40
153,2,76.5
118,2,59
80,2,40
80,2,40
80,2,40
80,2,40
98,2,49
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
198,2,99
80,2,40
118,2,59
80,2,40
80,2,40
80,2,40
80,2,40
123,2,61.5
106.2,2,53.1
106.2,1,106.2
121.33,2,60.665
106.2,2,53.1
90,2,45
159.33,2,79.665
74.8,2,37.4
103.7,2,51.85
100.3,2,50.15
74.8,2,37.4
125.8,2,62.9
90,2,45
90,2,45
90,2,45
88.2,1,88.2
100,2,50
90,1,90
90,1,90
100,2,50
90,1,90
100,2,50
90,1,90
88,2,44
88,2,44
128,2,64
97.2,2,48.6
79.2,2,39.6
88.4,2,44.2
102.43,2,51.215
76.93,2,38.465
102.43,2,51.215
76.93,2,38.465
102.43,2,51.215
76.93,2,38.465
76.93,2,38.465
76.93,2,38.465
102.43,2,51.215
102.43,1,102.43
76.93,2,38.465
91.8,2,45.9
74.8,2,37.4
105,2,52.5
105,2,52.5
79.2,2,39.6
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
105,2,52.5
105,2,52.5
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
108,2,54
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
178,1,178
80,1,80
105,2,52.5
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
80,1,80
93.6,2,46.8
97.2,2,48.6
151.33,2,75.665
83.7,2,41.85
68,2,34
134.8,3,44.9333333333333
104.55,1,104.55
54.71,2,27.355
96.05,2,48.025
71.85,2,35.925
74.8,2,37.4
74.8,2,37.4
105.4,2,52.7
75.68,2,37.84
98.94,3,32.98
98.94,3,32.98
109.3,2,54.65
251,1,251
65,2,32.5
12,2,6
98,1,98
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
93.6,2,46.8
65,1,65
65,1,65
65,1,65
65,1,65
65,1,65
106.2,2,53.1
65,1,65
65,1,65
65,1,65
65,1,65
65,1,65
74.8,2,37.4
85,2,42.5
74.8,2,37.4
74.8,2,37.4
132.18,3,44.06
65,1,65
93.6,2,46.8
65,1,65
89.97,1,89.97
79.2,2,39.6
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
65,1,65
110,2,55
100.6,1,100.6
110,2,55
110,2,55
90,1,90
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
100.6,1,100.6
110,2,55
110,2,55
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
115.2,2,57.6
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
110,2,55
110,2,55
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
102.56,2,51.28
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
79.2,2,39.6
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
102.56,2,51.28
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
79.2,2,39.6
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
51.05,1,51.05
110,3,36.6666666666667
91.8,2,45.9
77.35,2,38.675
74.8,2,37.4
77.35,2,38.675
238,3,79.3333333333333
100.3,1,100.3
59,1,59
97.2,2,48.6
59,1,59
108,1,108
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
128,2,64
0,0,NA
79.2,2,39.6
122.4,3,40.8
118,2,59
93.6,2,46.8
118,2,59
160.2,3,53.4
122.4,3,40.8
142.2,3,47.4
125.85,2,62.925
60.98,2,30.49
88,2,44
122.4,3,40.8
79.2,2,39.6
79.2,2,39.6
128,2,64
106.2,2,53.1
106.2,2,53.1
102.6,2,51.3
79.2,2,39.6
79.2,2,39.6
198,3,66
97.2,2,48.6
125.85,2,62.925
96.9,2,48.45
104,2,52
74.8,2,37.4
74.8,2,37.4
74.8,2,37.4
85,2,42.5
74.8,2,37.4
74.8,2,37.4
97.75,1,97.75
100.3,2,50.15
12,2,6
160.2,2,80.1
79.2,2,39.6
95,2,47.5
198,2,99
79.2,2,39.6
93.6,2,46.8
75,2,37.5
93.6,2,46.8
106.2,2,53.1
142.2,3,47.4
97.2,2,48.6
97.2,2,48.6
144,2,72
97.2,2,48.6
106.2,2,53.1
75,2,37.5
74.84,2,37.42
144,3,48
106.2,2,53.1
115.2,2,57.6
133.2,2,66.6
160.2,2,80.1
79.2,2,39.6
79.2,2,39.6
93.6,2,46.8
97.2,2,48.6
79.2,3,26.4
79.2,2,39.6
79.2,2,39.6
127.8,2,63.9
134.3,3,44.7666666666667
87.04,2,43.52
91.8,2,45.9
68,2,34
104.55,2,52.275
91.8,2,45.9
91.8,2,45.9
153,2,76.5
76.5,2,38.25
68,2,34
104.55,2,52.275
89.88,2,44.94
89.88,0,Inf
12,2,6
79.2,2,39.6
106.2,2,53.1
129.6,3,43.2
168,3,56
106.2,2,53.1
74.84,2,37.42
106.2,2,53.1
63,2,31.5
168,3,56
106.2,2,53.1
97.2,2,48.6
169.2,3,56.4
97.2,2,48.6
102.43,2,51.215
74.8,2,37.4
82.69,2,41.345
100.3,2,50.15
200.86,2,100.43
118,2,59
198,1,198
118,2,59
118,2,59
65,1,65
110.7,1,110.7
100.3,1,100.3
85,2,42.5
100.3,2,50.15
125.8,3,41.9333333333333
74.8,2,37.4
74.8,2,37.4
74.8,2,37.4
100.3,2,50.15
113,1,113
93.22,2,46.61
230.84,2,115.42
79.2,2,39.6
79.2,2,39.6
142.2,3,47.4
88,2,44
88,2,44
142.2,3,47.4
142.2,3,47.4
142.2,3,47.4
74.8,2,37.4
138.15,2,69.075
74.8,2,37.4
74.8,2,37.4
134.3,3,44.7666666666667
108.8,2,54.4
80.24,2,40.12
83.3,2,41.65
91.8,2,45.9
95,1,95
74.8,2,37.4
74.8,2,37.4
74.8,2,37.4
100.3,2,50.15
92.88,2,46.44
100.3,2,50.15
91.8,2,45.9
68.07,2,34.035
100.3,2,50.15
78.26,1,78.26
167.4,2,83.7
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
93.6,2,46.8
93.6,2,46.8
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
93.6,2,46.8
79.2,2,39.6
93.6,2,46.8
93.6,2,46.8
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
88,2,44
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
106.2,2,53.1
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
93.6,2,46.8
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
93.6,2,46.8
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
85,2,42.5
93.6,2,46.8
88,1,88
168,3,56
85,2,42.5
127.93,3,42.6433333333333
92.18,2,46.09
127.93,3,42.6433333333333
102.43,2,51.215
120.7,2,60.35
151.3,3,50.4333333333333
202.71,2,101.355
12,2,6
60.98,2,30.49
94.4,2,47.2
89,2,44.5
86.4,1,86.4
98,2,49
98,2,49
98,2,49
98,2,49
98,2,49
97.2,2,48.6
98,1,98
79.2,2,39.6
231.33,2,115.665
231.33,3,77.11
117.3,1,117.3
117.3,3,39.1
141.14,2,70.57
127.93,3,42.6433333333333
100.3,2,50.15
77.35,1,77.35
134.3,2,67.15
100.3,2,50.15
100.3,2,50.15
200,2,100
108,2,54
59,1,59
108,3,36
59,1,59
79.2,2,39.6
62,2,31
93,2,46.5
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
95,1,95
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
79.2,2,39.6
169.2,3,56.4
90,2,45
106.2,2,53.1
93.6,2,46.8
91.33,2,45.665
106.2,2,53.1
106.2,2,53.1
90,2,45
133.2,2,66.6
93.6,2,46.8
79.2,2,39.6
100.3,2,50.15
100.3,2,50.15
100.3,2,50.15
134.3,3,44.7666666666667
100.3,2,50.15
117.3,3,39.1
100.3,2,50.15
134.3,3,44.7666666666667
100.3,2,50.15
93.6,2,46.8
90,1,90
67.15,2,33.575
103.7,2,51.85
117.3,3,39.1
134.3,3,44.7666666666667
100.3,2,50.15
100.3,2,50.15
78.2,2,39.1
132.3,2,66.15
110,2,55
79.2,2,39.6
90,2,45
106.2,2,53.1
90,2,45
106.2,2,53.1
90,2,45
81,2,40.5
90,2,45
106.2,2,53.1
97.2,2,48.6
106.2,2,53.1
124.2,2,62.1
90,2,45
106.2,2,53.1
91.33,2,45.665
106.2,2,53.1
106.2,2,53.1
106.2,2,53.1
106.2,2,53.1
106.2,2,53.1
121.33,2,60.665
93.6,2,46.8
93.6,2,46.8
91.33,2,45.665
117.3,2,58.65
77.86,0,Inf
77.86,2,38.93
164.05,3,54.6833333333333
77.86,0,Inf
77.86,2,38.93
100.3,2,50.15
198,2,99
84.73,2,42.365
84.73,0,Inf
210.4,2,105.2
144.98,3,48.3266666666667
71.1,2,35.55
71.1,2,35.55
79.2,2,39.6
98,2,49
168,3,56
68,2,34
198,2,99
90,2,45
90,2,45
90,2,45
93.6,2,46.8
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
93.6,2,46.8
101.33,1,101.33
90,2,45
90,2,45
90,2,45
90,2,45
88.4,2,44.2
88.4,2,44.2
88.4,2,44.2
88.4,2,44.2
144,3,48
88.4,2,44.2
88.4,2,44.2
88.4,2,44.2
88.4,2,44.2
88.4,2,44.2
204,2,102
91.8,2,45.9
80.87,2,40.435
109.95,2,54.975
79.2,2,39.6
79.2,2,39.6
109.8,2,54.9
67.5,1,67.5
114,2,57
81,2,40.5
114,2,57
114,2,57
67.5,1,67.5
106.2,2,53.1
114,2,57
72,2,36
106.68,2,53.34
136,2,68
100.3,2,50.15
63.75,1,63.75
91.8,2,45.9
96.9,2,48.45
132.88,3,44.2933333333333
120.7,2,60.35
134.83,3,44.9433333333333
163.97,2,81.985
91.14,2,45.57
128,2,64
78.4,1,78.4
108,1,108
98,1,98
95,1,95
128,2,64
106.2,2,53.1
115.2,2,57.6
106.2,2,53.1
95,1,95
91.8,2,45.9
134.3,2,67.15
125.8,3,41.9333333333333
100.3,2,50.15
74.8,2,37.4
74.8,2,37.4
132.6,2,66.3
164.67,2,82.335
73.44,1,73.44
86.4,1,86.4
110.7,1,110.7
79.2,2,39.6
88,2,44
100.3,2,50.15
83.3,1,83.3
68,2,34
88.4,2,44.2
79.64,2,39.82
96.84,2,48.42
165.33,2,82.665
98,1,98
108,1,108
97.2,2,48.6
115.2,2,57.6
6,1,6
70,2,35
144,2,72
6,1,6
79.2,2,39.6
97.2,2,48.6
158,2,79
91.2,2,45.6
138.15,2,69.075
101.88,2,50.94
143.1,2,71.55
100,2,50
59,1,59
97.2,2,48.6
97.2,2,48.6
108,1,108
59,1,59
108,1,108
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
79.2,2,39.6
88.2,2,44.1
93.6,2,46.8
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
62,2,31
94.8,1,94.8
96.6,2,48.3
94.8,1,94.8
85.8,2,42.9
103.8,2,51.9
85.8,1,85.8
85.8,2,42.9
105.33,2,52.665
89.1,2,44.55
85.8,2,42.9
103.8,2,51.9
85.8,2,42.9
72,2,36
94.8,1,94.8
85.8,1,85.8
90.46,2,45.23
148.15,3,49.3833333333333
90.46,0,Inf
104.4,2,52.2
89.32,2,44.66
86.9,2,43.45
91.15,2,45.575
166,2,83
90,2,45
90,2,45
124.2,2,62.1
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
93.6,2,46.8
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
107.1,2,53.55
93.6,2,46.8
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
107.1,2,53.55
90,2,45
90,2,45
90,2,45
89.1,2,44.55
174.6,3,58.2
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
90,2,45
89.1,2,44.55
110.4,2,55.2
92.4,2,46.2
127.2,2,63.6
127.2,2,63.6
127.2,2,63.6
92.4,2,46.2
101.4,1,101.4
143.4,2,71.7
212.67,2,106.335
158.4,3,52.8
157.2,3,52.4
72.42,2,36.21
110.7,2,55.35
110.7,2,55.35
110.7,2,55.35
110.7,2,55.35
92.95,2,46.475
103.6,2,51.8
103.6,2,51.8
110.7,2,55.35
99.45,2,49.725
91.44,2,45.72
103.6,1,103.6
